items_internal_id,items_variant_1,items_variant_2,numerics_numerics_id,numerics_value
7653,0,0,2,875
7653,0,0,3,
7653,0,0,4,1.0
7653,0,0,5,1.0
7653,0,0,6,
7653,1,0,1,3500.0
7653,1,0,2,875
7653,1,0,3,
7653,1,0,4,1.0
7653,1,0,5,1.0
7653,1,0,6,
7653,2,0,1,3500.0
7653,2,0,2,875
7653,2,0,3,
7653,2,0,4,1.0
7653,2,0,5,1.0
7653,2,0,6,
8702,0,0,1,
8702,0,0,2,2100
8702,0,0,3,
8702,0,0,4,3.0
8702,0,0,5,1.0
8702,0,0,6,
1153,0,0,1,970.0
1153,0,0,2,242
1153,0,0,3,
1153,0,0,4,1.0
1153,0,0,5,1.0
1153,0,0,6,
4379,0,0,1,
4379,0,0,2,10000
4379,0,0,3,2000.0
4379,0,0,4,1.0
4379,0,0,5,1.0
4379,0,0,6,
4379,1,0,1,
4379,1,0,2,10000
4379,1,0,3,2000.0
4379,1,0,4,1.0
4379,1,0,5,1.0
4379,1,0,6,
4379,2,0,1,
4379,2,0,2,10000
4379,2,0,3,2000.0
4379,2,0,4,1.0
4379,2,0,5,1.0
4379,2,0,6,
4379,3,0,1,
4379,3,0,2,10000
4379,3,0,3,2000.0
4379,3,0,4,1.0
4379,3,0,5,1.0
4379,3,0,6,
4379,4,0,1,
4379,4,0,2,10000
4379,4,0,3,2000.0
4379,4,0,4,1.0
4379,4,0,5,1.0
4379,4,0,6,
4379,5,0,1,
4379,5,0,2,10000
4379,5,0,3,2000.0
4379,5,0,4,1.0
4379,5,0,5,1.0
4379,5,0,6,
4379,6,0,1,
4379,6,0,2,10000
4379,6,0,3,2000.0
4379,6,0,4,1.0
4379,6,0,5,1.0
4379,6,0,6,
2775,0,0,1,1500.0
2775,0,0,2,375
2775,0,0,3,
2775,0,0,4,1.0
2775,0,0,5,1.0
2775,0,0,6,
546,0,0,1,2100.0
546,0,0,2,525
546,0,0,3,
546,0,0,4,1.0
546,0,0,5,1.0
546,0,0,6,
546,1,0,1,2100.0
546,1,0,2,525
546,1,0,3,
546,1,0,4,1.0
546,1,0,5,1.0
546,1,0,6,
546,2,0,1,2100.0
546,2,0,2,525
546,2,0,3,
546,2,0,4,1.0
546,2,0,5,1.0
546,2,0,6,
3617,0,0,1,
3617,0,0,2,1440
3617,0,0,3,
3617,0,0,4,2.0
3617,0,0,5,1.0
3617,0,0,6,3.0
3617,0,1,1,
3617,0,1,2,1440
3617,0,1,3,
3617,0,1,4,2.0
3617,0,1,5,1.0
3617,0,1,6,3.0
3617,0,2,1,
3617,0,2,2,1440
3617,0,2,3,
3617,0,2,4,2.0
3617,0,2,5,1.0
3617,0,2,6,3.0
3617,0,3,1,
3617,0,3,2,1440
3617,0,3,3,
3617,0,3,4,2.0
3617,0,3,5,1.0
3617,0,3,6,3.0
3617,0,4,1,
3617,0,4,2,1440
3617,0,4,3,
3617,0,4,4,2.0
3617,0,4,5,1.0
3617,0,4,6,3.0
3617,1,0,1,
3617,1,0,2,1440
3617,1,0,3,
3617,1,0,4,2.0
3617,1,0,5,1.0
3617,1,0,6,3.0
3617,1,1,1,
3617,1,1,2,1440
3617,1,1,3,
3617,1,1,4,2.0
3617,1,1,5,1.0
3617,1,1,6,3.0
3617,1,2,1,
3617,1,2,2,1440
3617,1,2,3,
3617,1,2,4,2.0
3617,1,2,5,1.0
3617,1,2,6,3.0
3617,1,3,1,
3617,1,3,2,1440
3617,1,3,3,
3617,1,3,4,2.0
3617,1,3,5,1.0
3617,1,3,6,3.0
3617,1,4,1,
3617,1,4,2,1440
3617,1,4,3,
3617,1,4,4,2.0
3617,1,4,5,1.0
3617,1,4,6,3.0
3617,2,0,1,
3617,2,0,2,1440
3617,2,0,3,
3617,2,0,4,2.0
3617,2,0,5,1.0
3617,2,0,6,3.0
3617,2,1,1,
3617,2,1,2,1440
3617,2,1,3,
3617,2,1,4,2.0
3617,2,1,5,1.0
3617,2,1,6,3.0
3617,2,2,1,
3617,2,2,2,1440
3617,2,2,3,
3617,2,2,4,2.0
3617,2,2,5,1.0
3617,2,2,6,3.0
3617,2,3,1,
3617,2,3,2,1440
3617,2,3,3,
3617,2,3,4,2.0
3617,2,3,5,1.0
3617,2,3,6,3.0
3617,2,4,1,
3617,2,4,2,1440
3617,2,4,3,
3617,2,4,4,2.0
3617,2,4,5,1.0
3617,2,4,6,3.0
3617,3,0,1,
3617,3,0,2,1440
3617,3,0,3,
3617,3,0,4,2.0
3617,3,0,5,1.0
3617,3,0,6,3.0
3617,3,1,1,
3617,3,1,2,1440
3617,3,1,3,
3617,3,1,4,2.0
3617,3,1,5,1.0
3617,3,1,6,3.0
3617,3,2,1,
3617,3,2,2,1440
3617,3,2,3,
3617,3,2,4,2.0
3617,3,2,5,1.0
3617,3,2,6,3.0
3617,3,3,1,
3617,3,3,2,1440
3617,3,3,3,
3617,3,3,4,2.0
3617,3,3,5,1.0
3617,3,3,6,3.0
3617,3,4,1,
3617,3,4,2,1440
3617,3,4,3,
3617,3,4,4,2.0
3617,3,4,5,1.0
3617,3,4,6,3.0
3617,4,0,1,
3617,4,0,2,1440
3617,4,0,3,
3617,4,0,4,2.0
3617,4,0,5,1.0
3617,4,0,6,3.0
3617,4,1,1,
3617,4,1,2,1440
3617,4,1,3,
3617,4,1,4,2.0
3617,4,1,5,1.0
3617,4,1,6,3.0
3617,4,2,1,
3617,4,2,2,1440
3617,4,2,3,
3617,4,2,4,2.0
3617,4,2,5,1.0
3617,4,2,6,3.0
3617,4,3,1,
3617,4,3,2,1440
3617,4,3,3,
3617,4,3,4,2.0
3617,4,3,5,1.0
3617,4,3,6,3.0
3617,4,4,1,
3617,4,4,2,1440
3617,4,4,3,
3617,4,4,4,2.0
3617,4,4,5,1.0
3617,4,4,6,3.0
3617,5,0,1,
3617,5,0,2,1440
3617,5,0,3,
3617,5,0,4,2.0
3617,5,0,5,1.0
3617,5,0,6,3.0
3617,5,1,1,
3617,5,1,2,1440
3617,5,1,3,
3617,5,1,4,2.0
3617,5,1,5,1.0
3617,5,1,6,3.0
3617,5,2,1,
3617,5,2,2,1440
3617,5,2,3,
3617,5,2,4,2.0
3617,5,2,5,1.0
3617,5,2,6,3.0
3617,5,3,1,
3617,5,3,2,1440
3617,5,3,3,
3617,5,3,4,2.0
3617,5,3,5,1.0
3617,5,3,6,3.0
3617,5,4,1,
3617,5,4,2,1440
3617,5,4,3,
3617,5,4,4,2.0
3617,5,4,5,1.0
3617,5,4,6,3.0
3617,6,0,1,
3617,6,0,2,1440
3617,6,0,3,
3617,6,0,4,2.0
3617,6,0,5,1.0
3617,6,0,6,3.0
3617,6,1,1,
3617,6,1,2,1440
3617,6,1,3,
3617,6,1,4,2.0
3617,6,1,5,1.0
3617,6,1,6,3.0
3617,6,2,1,
3617,6,2,2,1440
3617,6,2,3,
3617,6,2,4,2.0
3617,6,2,5,1.0
3617,6,2,6,3.0
3617,6,3,1,
3617,6,3,2,1440
3617,6,3,3,
3617,6,3,4,2.0
3617,6,3,5,1.0
3617,6,3,6,3.0
3617,6,4,1,
3617,6,4,2,1440
3617,6,4,3,
3617,6,4,4,2.0
3617,6,4,5,1.0
3617,6,4,6,3.0
3617,7,0,1,
3617,7,0,2,1440
3617,7,0,3,
3617,7,0,4,2.0
3617,7,0,5,1.0
3617,7,0,6,3.0
3617,7,1,1,
3617,7,1,2,1440
3617,7,1,3,
3617,7,1,4,2.0
3617,7,1,5,1.0
3617,7,1,6,3.0
3617,7,2,1,
3617,7,2,2,1440
3617,7,2,3,
3617,7,2,4,2.0
3617,7,2,5,1.0
3617,7,2,6,3.0
3617,7,3,1,
3617,7,3,2,1440
3617,7,3,3,
3617,7,3,4,2.0
3617,7,3,5,1.0
3617,7,3,6,3.0
3617,7,4,1,
3617,7,4,2,1440
3617,7,4,3,
3617,7,4,4,2.0
3617,7,4,5,1.0
3617,7,4,6,3.0
3445,0,0,1,
3445,0,0,2,2250
3445,0,0,3,
3445,0,0,4,1.0
3445,0,0,5,1.0
3445,0,0,6,4.0
3445,0,1,1,
3445,0,1,2,2250
3445,0,1,3,
3445,0,1,4,1.0
3445,0,1,5,1.0
3445,0,1,6,4.0
3445,0,2,1,
3445,0,2,2,2250
3445,0,2,3,
3445,0,2,4,1.0
3445,0,2,5,1.0
3445,0,2,6,4.0
3445,0,3,1,
3445,0,3,2,2250
3445,0,3,3,
3445,0,3,4,1.0
3445,0,3,5,1.0
3445,0,3,6,4.0
3445,1,0,1,
3445,1,0,2,2250
3445,1,0,3,
3445,1,0,4,1.0
3445,1,0,5,1.0
3445,1,0,6,4.0
3445,1,1,1,
3445,1,1,2,2250
3445,1,1,3,
3445,1,1,4,1.0
3445,1,1,5,1.0
3445,1,1,6,4.0
3445,1,2,1,
3445,1,2,2,2250
3445,1,2,3,
3445,1,2,4,1.0
3445,1,2,5,1.0
3445,1,2,6,4.0
3445,1,3,1,
3445,1,3,2,2250
3445,1,3,3,
3445,1,3,4,1.0
3445,1,3,5,1.0
3445,1,3,6,4.0
3445,2,0,1,
3445,2,0,2,2250
3445,2,0,3,
3445,2,0,4,1.0
3445,2,0,5,1.0
3445,2,0,6,4.0
3445,2,1,1,
3445,2,1,2,2250
3445,2,1,3,
3445,2,1,4,1.0
3445,2,1,5,1.0
3445,2,1,6,4.0
3445,2,2,1,
3445,2,2,2,2250
3445,2,2,3,
3445,2,2,4,1.0
3445,2,2,5,1.0
3445,2,2,6,4.0
3445,2,3,1,
3445,2,3,2,2250
3445,2,3,3,
3445,2,3,4,1.0
3445,2,3,5,1.0
3445,2,3,6,4.0
3445,3,0,1,
3445,3,0,2,2250
3445,3,0,3,
3445,3,0,4,1.0
3445,3,0,5,1.0
3445,3,0,6,4.0
3445,3,1,1,
3445,3,1,2,2250
3445,3,1,3,
3445,3,1,4,1.0
3445,3,1,5,1.0
3445,3,1,6,4.0
3445,3,2,1,
3445,3,2,2,2250
3445,3,2,3,
3445,3,2,4,1.0
3445,3,2,5,1.0
3445,3,2,6,4.0
3445,3,3,1,
3445,3,3,2,2250
3445,3,3,3,
3445,3,3,4,1.0
3445,3,3,5,1.0
3445,3,3,6,4.0
1217,0,0,1,1900.0
1217,0,0,2,475
1217,0,0,3,
1217,0,0,4,1.0
1217,0,0,5,1.0
1217,0,0,6,
693,0,0,1,
693,0,0,2,2300
693,0,0,3,
693,0,0,4,1.0
693,0,0,5,1.0
693,0,0,6,
11941,0,0,1,
11941,0,0,2,13500
11941,0,0,3,
11941,0,0,4,3.0
11941,0,0,5,1.0
11941,0,0,6,7.0
11941,1,0,1,
11941,1,0,2,13500
11941,1,0,3,
11941,1,0,4,3.0
11941,1,0,5,1.0
11941,1,0,6,7.0
7795,0,0,1,
7795,0,0,2,3600
7795,0,0,3,
7795,0,0,4,1.0
7795,0,0,5,1.0
7795,0,0,6,3.0
7795,1,0,1,
7795,1,0,2,3600
7795,1,0,3,
7795,1,0,4,1.0
7795,1,0,5,1.0
7795,1,0,6,3.0
7795,2,0,1,
7795,2,0,2,3600
7795,2,0,3,
7795,2,0,4,1.0
7795,2,0,5,1.0
7795,2,0,6,3.0
3398,0,0,1,
3398,0,0,2,450
3398,0,0,3,
3398,0,0,4,1.0
3398,0,0,5,1.0
3398,0,0,6,
3397,0,0,1,
3397,0,0,2,1200
3397,0,0,3,
3397,0,0,4,1.0
3397,0,0,5,1.0
3397,0,0,6,
11943,0,0,1,
11943,0,0,2,1800
11943,0,0,3,
11943,0,0,4,2.0
11943,0,0,5,2.0
11943,0,0,6,3.0
11943,1,0,1,
11943,1,0,2,1800
11943,1,0,3,
11943,1,0,4,2.0
11943,1,0,5,2.0
11943,1,0,6,3.0
7043,0,0,1,
7043,0,0,2,2300
7043,0,0,3,
7043,0,0,4,3.0
7043,0,0,5,3.0
7043,0,0,6,
4070,0,0,1,5000.0
4070,0,0,2,1250
4070,0,0,3,
4070,0,0,4,1.0
4070,0,0,5,1.0
4070,0,0,6,
4070,1,0,1,5000.0
4070,1,0,2,1250
4070,1,0,3,
4070,1,0,4,1.0
4070,1,0,5,1.0
4070,1,0,6,
4070,2,0,1,5000.0
4070,2,0,2,1250
4070,2,0,3,
4070,2,0,4,1.0
4070,2,0,5,1.0
4070,2,0,6,
4070,3,0,1,5000.0
4070,3,0,2,1250
4070,3,0,3,
4070,3,0,4,1.0
4070,3,0,5,1.0
4070,3,0,6,
11942,0,0,1,
11942,0,0,2,26755
11942,0,0,3,
11942,0,0,4,2.0
11942,0,0,5,1.0
11942,0,0,6,7.0
11942,1,0,1,
11942,1,0,2,26755
11942,1,0,3,
11942,1,0,4,2.0
11942,1,0,5,1.0
11942,1,0,6,7.0
3816,0,0,1,
3816,0,0,2,5000
3816,0,0,3,1000.0
3816,0,0,4,1.0
3816,0,0,5,1.0
3816,0,0,6,
3816,1,0,1,
3816,1,0,2,5000
3816,1,0,3,1000.0
3816,1,0,4,1.0
3816,1,0,5,1.0
3816,1,0,6,
3816,2,0,1,
3816,2,0,2,5000
3816,2,0,3,1000.0
3816,2,0,4,1.0
3816,2,0,5,1.0
3816,2,0,6,
3816,3,0,1,
3816,3,0,2,5000
3816,3,0,3,1000.0
3816,3,0,4,1.0
3816,3,0,5,1.0
3816,3,0,6,
7189,0,0,1,2100.0
7189,0,0,2,525
7189,0,0,3,
7189,0,0,4,1.0
7189,0,0,5,1.0
7189,0,0,6,
7189,1,0,1,2100.0
7189,1,0,2,525
7189,1,0,3,
7189,1,0,4,1.0
7189,1,0,5,1.0
7189,1,0,6,
7189,2,0,1,2100.0
7189,2,0,2,525
7189,2,0,3,
7189,2,0,4,1.0
7189,2,0,5,1.0
7189,2,0,6,
7189,3,0,1,2100.0
7189,3,0,2,525
7189,3,0,3,
7189,3,0,4,1.0
7189,3,0,5,1.0
7189,3,0,6,
7189,4,0,1,2100.0
7189,4,0,2,525
7189,4,0,3,
7189,4,0,4,1.0
7189,4,0,5,1.0
7189,4,0,6,
7189,5,0,1,2100.0
7189,5,0,2,525
7189,5,0,3,
7189,5,0,4,1.0
7189,5,0,5,1.0
7189,5,0,6,
7189,6,0,1,2100.0
7189,6,0,2,525
7189,6,0,3,
7189,6,0,4,1.0
7189,6,0,5,1.0
7189,6,0,6,
7189,7,0,1,2100.0
7189,7,0,2,525
7189,7,0,3,
7189,7,0,4,1.0
7189,7,0,5,1.0
7189,7,0,6,
7868,0,0,1,4100.0
7868,0,0,2,1025
7868,0,0,3,
7868,0,0,4,1.0
7868,0,0,5,1.0
7868,0,0,6,
7868,1,0,1,4100.0
7868,1,0,2,1025
7868,1,0,3,
7868,1,0,4,1.0
7868,1,0,5,1.0
7868,1,0,6,
7868,2,0,1,4100.0
7868,2,0,2,1025
7868,2,0,3,
7868,2,0,4,1.0
7868,2,0,5,1.0
7868,2,0,6,
7868,3,0,1,4100.0
7868,3,0,2,1025
7868,3,0,3,
7868,3,0,4,1.0
7868,3,0,5,1.0
7868,3,0,6,
7868,4,0,1,4100.0
7868,4,0,2,1025
7868,4,0,3,
7868,4,0,4,1.0
7868,4,0,5,1.0
7868,4,0,6,
7868,5,0,1,4100.0
7868,5,0,2,1025
7868,5,0,3,
7868,5,0,4,1.0
7868,5,0,5,1.0
7868,5,0,6,
1170,0,0,1,
1170,0,0,2,1440
1170,0,0,3,
1170,0,0,4,2.0
1170,0,0,5,1.0
1170,0,0,6,2.0
1170,1,0,1,
1170,1,0,2,1440
1170,1,0,3,
1170,1,0,4,2.0
1170,1,0,5,1.0
1170,1,0,6,2.0
1170,2,0,1,
1170,2,0,2,1440
1170,2,0,3,
1170,2,0,4,2.0
1170,2,0,5,1.0
1170,2,0,6,2.0
1170,3,0,1,
1170,3,0,2,1440
1170,3,0,3,
1170,3,0,4,2.0
1170,3,0,5,1.0
1170,3,0,6,2.0
1170,4,0,1,
1170,4,0,2,1440
1170,4,0,3,
1170,4,0,4,2.0
1170,4,0,5,1.0
1170,4,0,6,2.0
1171,0,0,1,66000.0
1171,0,0,2,16500
1171,0,0,3,
1171,0,0,4,2.0
1171,0,0,5,1.0
1171,0,0,6,
1171,1,0,1,66000.0
1171,1,0,2,16500
1171,1,0,3,
1171,1,0,4,2.0
1171,1,0,5,1.0
1171,1,0,6,
1171,2,0,1,66000.0
1171,2,0,2,16500
1171,2,0,3,
1171,2,0,4,2.0
1171,2,0,5,1.0
1171,2,0,6,
1171,3,0,1,66000.0
1171,3,0,2,16500
1171,3,0,3,
1171,3,0,4,2.0
1171,3,0,5,1.0
1171,3,0,6,
1171,4,0,1,66000.0
1171,4,0,2,16500
1171,4,0,3,
1171,4,0,4,2.0
1171,4,0,5,1.0
1171,4,0,6,
1171,5,0,1,66000.0
1171,5,0,2,16500
1171,5,0,3,
1171,5,0,4,2.0
1171,5,0,5,1.0
1171,5,0,6,
3616,0,0,1,130000.0
3616,0,0,2,32500
3616,0,0,3,
3616,0,0,4,2.0
3616,0,0,5,1.0
3616,0,0,6,
3616,1,0,1,130000.0
3616,1,0,2,32500
3616,1,0,3,
3616,1,0,4,2.0
3616,1,0,5,1.0
3616,1,0,6,
3616,2,0,1,130000.0
3616,2,0,2,32500
3616,2,0,3,
3616,2,0,4,2.0
3616,2,0,5,1.0
3616,2,0,6,
3616,3,0,1,130000.0
3616,3,0,2,32500
3616,3,0,3,
3616,3,0,4,2.0
3616,3,0,5,1.0
3616,3,0,6,
3616,4,0,1,130000.0
3616,4,0,2,32500
3616,4,0,3,
3616,4,0,4,2.0
3616,4,0,5,1.0
3616,4,0,6,
3616,5,0,1,130000.0
3616,5,0,2,32500
3616,5,0,3,
3616,5,0,4,2.0
3616,5,0,5,1.0
3616,5,0,6,
3616,6,0,1,130000.0
3616,6,0,2,32500
3616,6,0,3,
3616,6,0,4,2.0
3616,6,0,5,1.0
3616,6,0,6,
3616,7,0,1,130000.0
3616,7,0,2,32500
3616,7,0,3,
3616,7,0,4,2.0
3616,7,0,5,1.0
3616,7,0,6,
1779,0,0,1,5100.0
1779,0,0,2,1275
1779,0,0,3,
1779,0,0,4,2.0
1779,0,0,5,2.0
1779,0,0,6,2.0
1779,0,1,1,5100.0
1779,0,1,2,1275
1779,0,1,3,
1779,0,1,4,2.0
1779,0,1,5,2.0
1779,0,1,6,2.0
1779,0,2,1,5100.0
1779,0,2,2,1275
1779,0,2,3,
1779,0,2,4,2.0
1779,0,2,5,2.0
1779,0,2,6,2.0
1779,0,3,1,5100.0
1779,0,3,2,1275
1779,0,3,3,
1779,0,3,4,2.0
1779,0,3,5,2.0
1779,0,3,6,2.0
1779,0,4,1,5100.0
1779,0,4,2,1275
1779,0,4,3,
1779,0,4,4,2.0
1779,0,4,5,2.0
1779,0,4,6,2.0
1779,0,5,1,5100.0
1779,0,5,2,1275
1779,0,5,3,
1779,0,5,4,2.0
1779,0,5,5,2.0
1779,0,5,6,2.0
1779,0,6,1,5100.0
1779,0,6,2,1275
1779,0,6,3,
1779,0,6,4,2.0
1779,0,6,5,2.0
1779,0,6,6,2.0
1779,0,7,1,5100.0
1779,0,7,2,1275
1779,0,7,3,
1779,0,7,4,2.0
1779,0,7,5,2.0
1779,0,7,6,2.0
730,0,0,1,
730,0,0,2,9000
730,0,0,3,
730,0,0,4,1.0
730,0,0,5,1.0
730,0,0,6,
676,0,0,1,
676,0,0,2,2700
676,0,0,3,
676,0,0,4,1.0
676,0,0,5,1.0
676,0,0,6,4.0
676,1,0,1,
676,1,0,2,2700
676,1,0,3,
676,1,0,4,1.0
676,1,0,5,1.0
676,1,0,6,4.0
676,2,0,1,
676,2,0,2,2700
676,2,0,3,
676,2,0,4,1.0
676,2,0,5,1.0
676,2,0,6,4.0
2776,0,0,1,4100.0
2776,0,0,2,1025
2776,0,0,3,
2776,0,0,4,1.0
2776,0,0,5,1.0
2776,0,0,6,
2776,1,0,1,4100.0
2776,1,0,2,1025
2776,1,0,3,
2776,1,0,4,1.0
2776,1,0,5,1.0
2776,1,0,6,
2776,2,0,1,4100.0
2776,2,0,2,1025
2776,2,0,3,
2776,2,0,4,1.0
2776,2,0,5,1.0
2776,2,0,6,
2776,3,0,1,4100.0
2776,3,0,2,1025
2776,3,0,3,
2776,3,0,4,1.0
2776,3,0,5,1.0
2776,3,0,6,
2776,4,0,1,4100.0
2776,4,0,2,1025
2776,4,0,3,
2776,4,0,4,1.0
2776,4,0,5,1.0
2776,4,0,6,
7391,0,0,1,2800.0
7391,0,0,2,700
7391,0,0,3,
7391,0,0,4,2.0
7391,0,0,5,1.0
7391,0,0,6,
7391,1,0,1,2800.0
7391,1,0,2,700
7391,1,0,3,
7391,1,0,4,2.0
7391,1,0,5,1.0
7391,1,0,6,
7391,2,0,1,2800.0
7391,2,0,2,700
7391,2,0,3,
7391,2,0,4,2.0
7391,2,0,5,1.0
7391,2,0,6,
7391,3,0,1,2800.0
7391,3,0,2,700
7391,3,0,3,
7391,3,0,4,2.0
7391,3,0,5,1.0
7391,3,0,6,
5961,0,0,1,
5961,0,0,2,12350
5961,0,0,3,
5961,0,0,4,2.0
5961,0,0,5,1.0
5961,0,0,6,
739,0,0,1,
739,0,0,2,1440
739,0,0,3,
739,0,0,4,2.0
739,0,0,5,2.0
739,0,0,6,2.0
739,1,0,1,
739,1,0,2,1440
739,1,0,3,
739,1,0,4,2.0
739,1,0,5,2.0
739,1,0,6,2.0
739,2,0,1,
739,2,0,2,1440
739,2,0,3,
739,2,0,4,2.0
739,2,0,5,2.0
739,2,0,6,2.0
739,3,0,1,
739,3,0,2,1440
739,3,0,3,
739,3,0,4,2.0
739,3,0,5,2.0
739,3,0,6,2.0
739,4,0,1,
739,4,0,2,1440
739,4,0,3,
739,4,0,4,2.0
739,4,0,5,2.0
739,4,0,6,2.0
1507,0,0,1,
1507,0,0,2,25000
1507,0,0,3,5000.0
1507,0,0,4,3.0
1507,0,0,5,3.0
1507,0,0,6,
1507,1,0,1,
1507,1,0,2,25000
1507,1,0,3,5000.0
1507,1,0,4,3.0
1507,1,0,5,3.0
1507,1,0,6,
1507,2,0,1,
1507,2,0,2,25000
1507,2,0,3,5000.0
1507,2,0,4,3.0
1507,2,0,5,3.0
1507,2,0,6,
1507,3,0,1,
1507,3,0,2,25000
1507,3,0,3,5000.0
1507,3,0,4,3.0
1507,3,0,5,3.0
1507,3,0,6,
1186,0,0,1,5600.0
1186,0,0,2,1400
1186,0,0,3,
1186,0,0,4,1.0
1186,0,0,5,1.0
1186,0,0,6,
1181,0,0,1,44000.0
1181,0,0,2,11000
1181,0,0,3,
1181,0,0,4,2.0
1181,0,0,5,1.0
1181,0,0,6,
3415,0,0,1,
3415,0,0,2,550
3415,0,0,3,
3415,0,0,4,1.0
3415,0,0,5,1.0
3415,0,0,6,
5337,0,0,1,
5337,0,0,2,7420
5337,0,0,3,
5337,0,0,4,1.0
5337,0,0,5,1.0
5337,0,0,6,7.0
5337,1,0,1,
5337,1,0,2,7420
5337,1,0,3,
5337,1,0,4,1.0
5337,1,0,5,1.0
5337,1,0,6,7.0
5337,2,0,1,
5337,2,0,2,7420
5337,2,0,3,
5337,2,0,4,1.0
5337,2,0,5,1.0
5337,2,0,6,7.0
5337,3,0,1,
5337,3,0,2,7420
5337,3,0,3,
5337,3,0,4,1.0
5337,3,0,5,1.0
5337,3,0,6,7.0
4763,0,0,1,3600.0
4763,0,0,2,900
4763,0,0,3,
4763,0,0,4,2.0
4763,0,0,5,0.5
4763,0,0,6,
4760,0,0,1,3800.0
4760,0,0,2,950
4760,0,0,3,
4760,0,0,4,2.0
4760,0,0,5,2.0
4760,0,0,6,
4760,1,0,1,3800.0
4760,1,0,2,950
4760,1,0,3,
4760,1,0,4,2.0
4760,1,0,5,2.0
4760,1,0,6,
4760,2,0,1,3800.0
4760,2,0,2,950
4760,2,0,3,
4760,2,0,4,2.0
4760,2,0,5,2.0
4760,2,0,6,
4760,3,0,1,3800.0
4760,3,0,2,950
4760,3,0,3,
4760,3,0,4,2.0
4760,3,0,5,2.0
4760,3,0,6,
4760,4,0,1,3800.0
4760,4,0,2,950
4760,4,0,3,
4760,4,0,4,2.0
4760,4,0,5,2.0
4760,4,0,6,
4760,5,0,1,3800.0
4760,5,0,2,950
4760,5,0,3,
4760,5,0,4,2.0
4760,5,0,5,2.0
4760,5,0,6,
4760,6,0,1,3800.0
4760,6,0,2,950
4760,6,0,3,
4760,6,0,4,2.0
4760,6,0,5,2.0
4760,6,0,6,
4760,7,0,1,3800.0
4760,7,0,2,950
4760,7,0,3,
4760,7,0,4,2.0
4760,7,0,5,2.0
4760,7,0,6,
4758,0,0,1,1400.0
4758,0,0,2,350
4758,0,0,3,
4758,0,0,4,1.0
4758,0,0,5,1.0
4758,0,0,6,
4758,1,0,1,1400.0
4758,1,0,2,350
4758,1,0,3,
4758,1,0,4,1.0
4758,1,0,5,1.0
4758,1,0,6,
4758,2,0,1,1400.0
4758,2,0,2,350
4758,2,0,3,
4758,2,0,4,1.0
4758,2,0,5,1.0
4758,2,0,6,
4758,3,0,1,1400.0
4758,3,0,2,350
4758,3,0,3,
4758,3,0,4,1.0
4758,3,0,5,1.0
4758,3,0,6,
4758,4,0,1,1400.0
4758,4,0,2,350
4758,4,0,3,
4758,4,0,4,1.0
4758,4,0,5,1.0
4758,4,0,6,
4758,5,0,1,1400.0
4758,5,0,2,350
4758,5,0,3,
4758,5,0,4,1.0
4758,5,0,5,1.0
4758,5,0,6,
4759,0,0,1,3800.0
4759,0,0,2,950
4759,0,0,3,
4759,0,0,4,2.0
4759,0,0,5,1.0
4759,0,0,6,
4759,1,0,1,3800.0
4759,1,0,2,950
4759,1,0,3,
4759,1,0,4,2.0
4759,1,0,5,1.0
4759,1,0,6,
4759,2,0,1,3800.0
4759,2,0,2,950
4759,2,0,3,
4759,2,0,4,2.0
4759,2,0,5,1.0
4759,2,0,6,
4759,3,0,1,3800.0
4759,3,0,2,950
4759,3,0,3,
4759,3,0,4,2.0
4759,3,0,5,1.0
4759,3,0,6,
4759,4,0,1,3800.0
4759,4,0,2,950
4759,4,0,3,
4759,4,0,4,2.0
4759,4,0,5,1.0
4759,4,0,6,
4759,5,0,1,3800.0
4759,5,0,2,950
4759,5,0,3,
4759,5,0,4,2.0
4759,5,0,5,1.0
4759,5,0,6,
4759,6,0,1,3800.0
4759,6,0,2,950
4759,6,0,3,
4759,6,0,4,2.0
4759,6,0,5,1.0
4759,6,0,6,
4761,0,0,1,5900.0
4761,0,0,2,1475
4761,0,0,3,
4761,0,0,4,1.0
4761,0,0,5,1.0
4761,0,0,6,
4761,1,0,1,5900.0
4761,1,0,2,1475
4761,1,0,3,
4761,1,0,4,1.0
4761,1,0,5,1.0
4761,1,0,6,
4761,2,0,1,5900.0
4761,2,0,2,1475
4761,2,0,3,
4761,2,0,4,1.0
4761,2,0,5,1.0
4761,2,0,6,
4761,3,0,1,5900.0
4761,3,0,2,1475
4761,3,0,3,
4761,3,0,4,1.0
4761,3,0,5,1.0
4761,3,0,6,
4761,4,0,1,5900.0
4761,4,0,2,1475
4761,4,0,3,
4761,4,0,4,1.0
4761,4,0,5,1.0
4761,4,0,6,
4761,5,0,1,5900.0
4761,5,0,2,1475
4761,5,0,3,
4761,5,0,4,1.0
4761,5,0,5,1.0
4761,5,0,6,
343,0,0,1,
343,0,0,2,650
343,0,0,3,
343,0,0,4,1.0
343,0,0,5,1.0
343,0,0,6,
5635,0,0,1,
5635,0,0,2,1035
5635,0,0,3,
5635,0,0,4,1.0
5635,0,0,5,1.0
5635,0,0,6,2.0
5635,1,0,1,
5635,1,0,2,1035
5635,1,0,3,
5635,1,0,4,1.0
5635,1,0,5,1.0
5635,1,0,6,2.0
5635,2,0,1,
5635,2,0,2,1035
5635,2,0,3,
5635,2,0,4,1.0
5635,2,0,5,1.0
5635,2,0,6,2.0
5635,3,0,1,
